DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
01-01-22,11,2021,HYUNDAI,ANNAPOLIS COUNTY,
01-01-22,12,2021,HYUNDAI,KINGS COUNTY,
01-01-22,1,2021,HYUNDAI,SHELBURNE,
01-01-22,1,2021,HYUNDAI,AMHERST,
01-01-22,1,2021,HYUNDAI,CUMBERLAND COUNTY,
01-01-22,1,2021,HYUNDAI,RICHMOND COUNTY,
01-01-22,1,2021,HYUNDAI,VICTORIA COUNTY,
01-01-22,1,2021,KIA,GUYSBOROUGH COUNTY,
01-01-22,1,2021,KIA,PICTOU COUNTY,
01-01-22,2,2021,KIA,OUT OF PROVINCE,
01-01-22,1,2021,KIA,KINGS COUNTY,
01-01-22,1,2021,KIA,HALIFAX COUNTY,
01-01-22,1,2021,KIA,ANNAPOLIS COUNTY,
01-01-22,1,2021,MINI,PICTOU COUNTY,
01-01-22,1,2021,MINI,HALIFAX COUNTY,
01-01-22,1,2021,MUSTANG,PICTOU,
01-01-22,1,2021,NISSAN,OUT OF PROVINCE,
01-01-22,1,2021,PORSCHE,OUT OF PROVINCE,
01-01-22,100,2021,TESLA,HALIFAX COUNTY,
01-01-22,10,2021,TESLA,KINGS COUNTY,
01-01-22,3,2021,TESLA,PICTOU COUNTY,
01-01-22,7,2021,TESLA,HANTS COUNTY,
01-01-22,2,2021,TESLA,CAPE BRETON COUNTY,
01-01-22,2,2021,TESLA,YARMOUTH,
01-01-22,3,2021,TESLA,ANTIGONISH COUNTY,
01-01-22,4,2021,TESLA,ANNAPOLIS COUNTY,
01-01-22,11,2021,TESLA,LUNENBURG COUNTY,
01-01-22,2,2021,TESLA,COLCHESTER COUNTY,
01-01-22,1,2021,TESLA,OUT OF PROVINCE,
01-01-22,1,2021,TESLA,RICHMOND COUNTY,
01-01-22,1,2021,TESLA,INVERNESS COUNTY,
01-01-22,1,2021,TESLA,VICTORIA COUNTY,
01-01-22,9,2021,TOYOTA,HALIFAX COUNTY,
01-01-22,1,2021,TOYOTA,KINGS COUNTY,
01-01-22,1,2021,VOLVO,OUT OF PROVINCE,
01-01-22,2,2021,ZERO,KINGS COUNTY,
01-01-22,3,2022,AUDI,HALIFAX COUNTY,
01-01-22,1,2022,BMW,OUT OF PROVINCE,
01-01-22,5,2022,CHEVROLET,HALIFAX COUNTY,
01-01-22,3,2022,CHEVROLET,KINGS COUNTY,
01-01-22,1,2022,CHEVROLET,QUEENS COUNTY,
01-01-22,1,2022,CHEVROLET,COLCHESTER COUNTY,
01-01-22,1,2022,CHEVROLET,OUT OF PROVINCE,
01-01-22,31,2022,HYUNDAI,HALIFAX COUNTY,
01-01-22,3,2022,HYUNDAI,KINGS COUNTY,
01-01-22,6,2022,HYUNDAI,OUT OF PROVINCE,
01-01-23,1,2015,SMART,HALIFAX,
01-01-22,1,2022,HYUNDAI,INVERNESS COUNTY,
01-01-22,2,2022,HYUNDAI,KENTVILLE,
01-01-22,1,2022,HYUNDAI,HANTS COUNTY,
01-01-22,1,2022,HYUNDAI,CAPE BRETON COUNTY,
01-01-22,1,2022,HYUNDAI,LUNENBURG COUNTY,
01-01-22,1,2022,HYUNDAI,PICTOU COUNTY,
01-01-22,4,2022,HYUNDAI,COLCHESTER COUNTY,
01-01-22,1,2022,JAGUAR,HALIFAX,
01-01-22,3,2022,KIA,HALIFAX COUNTY,
01-01-22,1,2022,KIA,KINGS COUNTY,
01-01-22,3,2022,MINI,HALIFAX COUNTY,
01-01-22,1,2022,MINI,CUMBERLAND COUNTY,
01-01-22,1,2022,MINI,HANTSPORT,
01-01-22,1,2022,PORSCHE,OUT OF PROVINCE,
01-01-22,1,2022,PORSCHE,HANTS COUNTY,
01-01-22,9,2022,TESLA,HALIFAX COUNTY,
01-01-22,1,2022,TOYOTA,HALIFAX COUNTY,
01-01-22,2,2022,VOLVO,HALIFAX COUNTY,
01-01-22,1,2022,VOLVO,LUNENBURG COUNTY,
07-01-22,1,2006,TOYOTA,HALIFAX COUNTY,
07-01-22,1,2008,KIA,QUEENS COUNTY,
07-01-22,1,2008,LEXUS,HALIFAX COUNTY,
07-01-22,1,2008,TOYOTA,HALIFAX COUNTY,
07-01-22,1,2009,NISSAN,VICTORIA COUNTY,
07-01-22,1,2009,TOYOTA,HALIFAX COUNTY,
07-01-22,1,2010,TOYOTA,SHELBURNE COUNTY,
07-01-22,1,2011,HYUNDAI,HALIFAX COUNTY,
07-01-22,1,2011,LEXUS,HALIFAX COUNTY,
07-01-22,1,2011,TESLA,HALIFAX COUNTY,
07-01-22,1,2012,HONDA,DIGBY COUNTY,
07-01-22,1,2012,HYUNDAI,HALIFAX COUNTY,
07-01-22,3,2012,MITSUBISHI,HALIFAX COUNTY,
07-01-22,1,2012,NISSAN,KINGS COUNTY,
07-01-22,4,2012,NISSAN,HALIFAX COUNTY,
07-01-22,1,2012,NISSAN,CAPE BRETON COUNTY,
07-01-22,1,2012,TOYOTA,HALIFAX COUNTY,
07-01-22,1,2012,ZERO,HALIFAX COUNTY,
07-01-22,1,2013,CAN-AM,CUMBERLAND COUNTY,
07-01-22,3,2013,NISSAN,HALIFAX COUNTY,
07-01-22,2,2013,NISSAN,ANNAPOLIS COUNTY,
07-01-22,1,2013,NISSAN,COLCHESTER COUNTY,
07-01-22,3,2013,TESLA,HALIFAX COUNTY,
07-01-22,2,2013,ZERO,HALIFAX COUNTY,
07-01-22,1,2014,BMW,HALIFAX COUNTY,
07-01-22,2,2014,CHEVROLET,HALIFAX COUNTY,
07-01-22,1,2014,FORD,HALIFAX COUNTY,
07-01-22,1,2014,FORD,SHELBURNE COUNTY,
07-01-22,1,2014,HYUNDAI,CAPE BRETON COUNTY,
07-01-22,1,2014,MITSUBISHI,HALIFAX COUNTY,
07-01-22,1,2014,NISSAN,HALIFAX COUNTY,
07-01-22,1,2014,NISSAN,LUNENBURG COUNTY,
07-01-22,1,2014,NISSAN,KINGS COUNTY,
07-01-22,1,2014,SMART,HALIFAX COUNTY,
07-01-22,1,2014,TESLA,HALIFAX COUNTY,
07-01-22,1,2014,TESLA,COLCHESTER COUNTY,
07-01-22,1,2015,BMW,HALIFAX COUNTY,
07-01-22,1,2015,KIA,HALIFAX COUNTY,
07-01-22,11,2015,NISSAN,HALIFAX COUNTY,
07-01-22,1,2015,NISSAN,HANTS COUNTY,
07-01-22,1,2015,SMART,HALIFAX COUNTY,
07-01-22,5,2015,TESLA,HALIFAX COUNTY,
07-01-22,1,2015,TESLA,OUT OF PROVINCE,
07-01-22,2,2015,TESLA,PICTOU COUNTY,
07-01-22,1,2015,TESLA,HANTS COUNTY,
07-01-22,1,2015,TESLA,ANNAPOLIS COUNTY,
07-01-22,1,2016,BMW,HALIFAX COUNTY,
07-01-22,1,2016,CHEVROLET,KINGS COUNTY,
07-01-22,1,2016,CHEVROLET,HALIFAX COUNTY,
07-01-22,2,2016,KIA,HALIFAX COUNTY,
07-01-22,1,2016,KIA,HANTS COUNTY,
07-01-22,1,2016,KIA,CAPE BRETON COUNTY,
07-01-22,1,2016,KIA,AMHERST,
07-01-22,2,2016,MITSUBISHI,HALIFAX COUNTY,
07-01-22,8,2016,NISSAN,HALIFAX COUNTY,
07-01-22,1,2016,NISSAN,ANNAPOLIS COUNTY,
07-01-22,1,2016,NISSAN,CAPE BRETON COUNTY,
07-01-22,1,2016,NISSAN,COLCHESTER COUNTY,
07-01-22,1,2016,NISSAN,KINGS COUNTY,
07-01-22,1,2016,NISSAN,NEW GLASGOW,
07-01-22,1,2016,NISSAN,WINDSOR,
07-01-22,1,2016,SMART,HALIFAX COUNTY,
07-01-22,9,2016,TESLA,HALIFAX COUNTY,
07-01-22,2,2016,TESLA,LUNENBURG COUNTY,
07-01-22,1,2016,VOLKSWAGEN,PICTOU,
07-01-22,2,2016,VOLKSWAGEN,HALIFAX COUNTY,
07-01-22,1,2017,BMW,HALIFAX COUNTY,
07-01-22,15,2017,CHEVROLET,HALIFAX COUNTY,
07-01-22,2,2017,CHEVROLET,COLCHESTER COUNTY,
07-01-22,1,2017,CHEVROLET,COLCHESTER COUNTY,
07-01-22,1,2017,CHEVROLET,LUNENBURG COUNTY,
07-01-22,1,2017,CHEVROLET,KINGS COUNTY,
07-01-22,1,2017,CHEVROLET,ANTIGONISH COUNTY,
07-01-22,1,2017,COLUMBIA,OUT OF PROVINCE,
07-01-22,2,2017,FORD,HALIFAX COUNTY,
07-01-22,2,2017,HYUNDAI,HALIFAX COUNTY,
07-01-22,3,2017,KIA,HALIFAX COUNTY,
07-01-22,1,2017,NISSAN,LUNENBURG COUNTY,
07-01-22,1,2017,NISSAN,HANTS COUNTY,
07-01-22,5,2017,NISSAN,HALIFAX COUNTY,
07-01-22,1,2017,NISSAN,PICTOU COUNTY,
07-01-22,2,2017,SMART,HALIFAX COUNTY,
07-01-22,9,2017,TESLA,HALIFAX COUNTY,
07-01-22,1,2017,TESLA,COLCHESTER COUNTY,
07-01-22,1,2017,TESLA,LUNENBURG COUNTY,
07-01-22,1,2017,TESLA,INVERNESS COUNTY,
07-01-22,1,2017,TOYOTA,KINGS COUNTY,
07-01-22,1,2017,VOLKSWAGEN,HALIFAX COUNTY,
07-01-22,1,2017,VOLKSWAGEN,PICTOU COUNTY,
07-01-22,1,2018,AUDI,QUEENS COUNTY,
07-01-22,3,2018,BMW,HALIFAX COUNTY,
07-01-22,1,2018,CHEVROLET,COLCHESTER COUNTY,
07-01-22,9,2018,CHEVROLET,HALIFAX COUNTY,
07-01-22,2,2018,CHEVROLET,LUNENBURG COUNTY,
07-01-22,1,2018,CHEVROLET,BRIDGEWATER,
07-01-22,2,2018,FORD,HALIFAX COUNTY,
07-01-22,1,2018,FORD,COLCHESTER COUNTY,
07-01-22,1,2018,HYUNDAI,HALIFAX COUNTY,
07-01-22,1,2018,HYUNDAI,HANTS COUNTY,
07-01-22,1,2018,KIA,HALIFAX COUNTY,
07-01-22,1,2018,KIA,KINGS COUNTY,
07-01-22,13,2018,NISSAN,HALIFAX COUNTY,
07-01-22,2,2018,NISSAN,KINGS COUNTY,
07-01-22,1,2018,NISSAN,LUNENBURG COUNTY,
07-01-22,1,2018,NISSAN,ANNAPOLIS COUNTY,
07-01-22,1,2018,SMART,HALIFAX COUNTY,
07-01-22,41,2018,TESLA,HALIFAX COUNTY,
07-01-22,5,2018,TESLA,PICTOU COUNTY,
07-01-22,4,2018,TESLA,LUNENBURG COUNTY,
07-01-22,2,2018,TESLA,CUMBERLAND COUNTY,
07-01-22,3,2018,TESLA,COLCHESTER COUNTY,
07-01-22,1,2018,TESLA,VICTORIA COUNTY,
07-01-22,2,2018,TESLA,LIVERPOOL,
07-01-22,1,2018,TESLA,BRIDGEWATER,
07-01-22,1,2018,TESLA,KENTVILLE,
07-01-22,1,2018,TESLA,GUYSBOROUGH COUNTY,
07-01-22,1,2018,TESLA,DIGBY COUNTY,
07-01-22,1,2018,TOYOTA,ANNAPOLIS COUNTY,
07-01-22,1,2018,VOLKSWAGEN,KINGS COUNTY,
07-01-22,2,2018,VOLKSWAGEN,HALIFAX COUNTY,
07-01-22,1,2018,ZERO,HALIFAX COUNTY,
07-01-22,7,2019,AUDI,HALIFAX COUNTY,
07-01-22,1,2019,AUDI,LUNENBURG COUNTY,
07-01-22,21,2019,CHEVROLET,HALIFAX COUNTY,
07-01-22,1,2019,CHEVROLET,VICTORIA COUNTY,
07-01-22,1,2019,CHEVROLET,ANNAPOLIS COUNTY,
01-01-23,5,2015,TESLA,HALIFAX,
07-01-22,1,2019,CHEVROLET,NEW GLASGOW,
07-01-22,2,2019,CHEVROLET,WOLFVILLE,
07-01-22,4,2019,CHEVROLET,LUNENBURG COUNTY,
07-01-22,3,2019,CHEVROLET,ANTIGONISH,
07-01-22,2,2019,CHEVROLET,KINGS COUNTY,
07-01-22,1,2019,CHEVROLET,OUT OF PROVINCE,
07-01-22,2,2019,CHEVROLET,COLCHESTER COUNTY,
07-01-22,1,2019,CHEVROLET,PICTOU COUNTY,
07-01-22,1,2019,CHEVROLET,INVERNESS COUNTY,
07-01-22,1,2019,HISUN,DIGBY COUNTY,
07-01-22,1,2019,HYUNDAI,CAPE BRETON COUNTY,
07-01-22,21,2019,HYUNDAI,HALIFAX COUNTY,
07-01-22,3,2019,HYUNDAI,LUNENBURG COUNTY,
07-01-22,1,2019,HYUNDAI,COLCHESTER COUNTY,
07-01-22,2,2019,HYUNDAI,KINGS COUNTY,
07-01-22,1,2019,HYUNDAI,YARMOUTH COUNTY,
07-01-22,1,2019,HYUNDAI,VICTORIA COUNTY,
07-01-22,1,2019,HYUNDAI,COLCHESTER COUNTY,
07-01-22,1,2019,HYUNDAI,ANNAPOLIS COUNTY,
07-01-22,1,2019,JAGUAR,HALIFAX COUNTY,
07-01-22,1,2019,JAGUAR,KINGS COUNTY,
07-01-22,1,2019,JEEP,ANTIGONISH COUNTY,
07-01-22,1,2019,KIA,LUNENBURG COUNTY,
07-01-22,1,2019,KIA,COLCHESTER COUNTY,
07-01-22,1,2019,KIA,KENTVILLE,
07-01-22,1,2019,KIA,HALIFAX COUNTY,
07-01-22,1,2019,MERCEDES BENZ,AMHERST,
07-01-22,15,2019,NISSAN,HALIFAX COUNTY,
07-01-22,1,2019,NISSAN,OUT OF PROVINCE,
07-01-22,1,2019,NISSAN,CAPE BRETON COUNTY,
07-01-22,1,2019,NISSAN,KINGS COUNTY,
07-01-22,60,2019,TESLA,HALIFAX COUNTY,
07-01-22,2,2019,TESLA,HANTS COUNTY,
07-01-22,1,2019,TESLA,CAPE BRETON COUNTY,
07-01-22,1,2019,TESLA,KINGS COUNTY,
07-01-22,4,2019,TESLA,CAPE BRETON COUNTY,
07-01-22,1,2019,TESLA,YARMOUTH COUNTY,
07-01-22,3,2019,TESLA,LUNENBURG,
07-01-22,1,2019,TESLA,DIGBY COUNTY,
07-01-22,1,2019,TESLA,ANTIGONISH COUNTY,
07-01-22,1,2019,TESLA,CUMBERLAND COUNTY,
07-01-22,1,2019,TESLA,SHELBURNE,
07-01-22,1,2019,TESLA,ANNAPOLIS COUNTY,
07-01-22,1,2019,TOYOTA,OUT OF PROVINCE,
07-01-22,1,2019,TOYOTA,DIGBY,
07-01-22,1,2019,VOLKSWAGEN,HANTS COUNTY,
07-01-22,2,2020,AUDI,HALIFAX COUNTY,
07-01-22,25,2020,CHEVROLET,HALIFAX COUNTY,
07-01-22,1,2020,CHEVROLET,ANNAPOLIS COUNTY,
07-01-22,1,2020,CHEVROLET,HANTS COUNTY,
07-01-22,5,2020,CHEVROLET,KINGS COUNTY,
07-01-22,1,2020,CHEVROLET,LUNENBURG COUNTY,
07-01-22,1,2020,CHEVROLET,INVERNESS COUNTY,
07-01-22,2,2020,CHEVROLET,OUT OF PROVINCE,
07-01-22,1,2020,CHEVROLET,KENTVILLE,
07-01-22,1,2020,CHEVROLET,COLCHESTER COUNTY,
07-01-22,1,2020,FORD,YARMOUTH COUNTY,
07-01-22,1,2020,FORD,CUMBERLAND COUNTY,
07-01-22,2,2020,HARLEY DAVIDSON,HALIFAX COUNTY,
07-01-22,1,2020,HARLEY DAVIDSON,ANTIGONISH COUNTY,
07-01-22,3,2020,HYUNDAI,COLCHESTER COUNTY,
07-01-22,21,2020,HYUNDAI,HALIFAX COUNTY,
07-01-22,4,2020,HYUNDAI,HANTS COUNTY,
07-01-22,2,2020,HYUNDAI,PICTOU COUNTY,
07-01-22,3,2020,HYUNDAI,CAPE BRETON COUNTY,
07-01-22,1,2020,HYUNDAI,KINGS COUNTY,
07-01-22,1,2020,JAGUAR,HALIFAX COUNTY,
07-01-22,1,2020,KIA,CAPE BRETON COUNTY,
07-01-22,5,2020,KIA,HALIFAX COUNTY,
07-01-22,1,2020,KIA,ANTIGONISH,
07-01-22,2,2020,KIA,KINGS COUNTY,
07-01-22,1,2020,KIA,ANNAPOLIS COUNTY,
07-01-22,1,2020,MINI,HALIFAX COUNTY,
07-01-22,7,2020,NISSAN,HALIFAX COUNTY,
07-01-22,1,2020,NISSAN,KINGS COUNTY,
07-01-22,1,2020,NISSAN,OUT OF PROVINCE,
07-01-22,4,2020,PORSCHE,HALIFAX COUNTY,
07-01-22,1,2020,SUPER SOCO,HALIFAX COUNTY,
07-01-22,2,2020,TESLA,LUNENBURG COUNTY,
07-01-22,89,2020,TESLA,HALIFAX COUNTY,
07-01-22,8,2020,TESLA,KINGS COUNTY,
07-01-22,2,2020,TESLA,CAPE BRETON COUNTY,
07-01-22,1,2020,TESLA,VICTORIA COUNTY,
07-01-22,2,2020,TESLA,COLCHESTER COUNTY,
07-01-22,2,2020,TESLA,PICTOU COUNTY,
07-01-22,1,2020,TESLA,NEW GLASGOW,
07-01-22,1,2020,TESLA,YARMOUTH COUNTY,
07-01-22,1,2020,TESLA,ANTIGONISH,
07-01-22,1,2020,TESLA,OUT OF PROVINCE,
07-01-22,1,2020,TESLA,HANTS COUNTY,
07-01-22,1,2020,TESLA,INVERNESS COUNTY,
07-01-22,1,2020,TOYOTA,ANNAPOLIS COUNTY,
07-01-22,2,2020,TOYOTA,OUT OF PROVINCE,
07-01-22,1,2020,TOYOTA,HALIFAX COUNTY,
07-01-22,4,2020,VOLKSWAGEN,HALIFAX COUNTY,
07-01-22,1,2020,VOLKSWAGEN,LUNENBURG COUNTY,
07-01-22,1,2020,VOLKSWAGEN,ANNAPOLIS COUNTY,
07-01-22,1,2020,VOLKSWAGEN,PICTOU COUNTY,
07-01-22,2,2021,AUDI,OUT OF PROVINCE,
07-01-22,5,2021,AUDI,HALIFAX COUNTY,
07-01-22,1,2021,AUDI,ANTIGONISH,
07-01-22,2,2021,FORD,ANTIGONISH COUNTY,
07-01-22,1,2021,FORD,CUMBERLAND COUNTY,
07-01-22,12,2021,FORD,HALIFAX COUNTY,
07-01-22,1,2021,FORD,KINGS COUNTY,
07-01-22,1,2021,FORD,LUNENBURG COUNTY,
07-01-22,2,2021,FORD,COLCHESTER COUNTY,
07-01-22,51,2021,HYUNDAI,HALIFAX COUNTY,
07-01-22,6,2021,HYUNDAI,HANTS COUNTY,
07-01-22,1,2021,HYUNDAI,DIGBY COUNTY,
07-01-22,5,2021,HYUNDAI,CAPE BRETON COUNTY,
07-01-22,3,2021,HYUNDAI,YARMOUTH,
07-01-22,6,2021,HYUNDAI,COLCHESTER COUNTY,
07-01-22,2,2021,HYUNDAI,QUEENS COUNTY,
07-01-22,3,2021,HYUNDAI,PICTOU COUNTY,
07-01-22,2,2021,HYUNDAI,OUT OF PROVINCE,
07-01-22,2,2021,HYUNDAI,ANTIGONISH COUNTY,
07-01-22,12,2021,HYUNDAI,KINGS COUNTY,
07-01-22,2,2021,HYUNDAI,WOLFVILLE,
07-01-22,1,2021,HYUNDAI,SHELBURNE,
07-01-22,9,2021,HYUNDAI,LUNENBURG COUNTY,
07-01-22,8,2021,HYUNDAI,ANNAPOLIS COUNTY,
07-01-22,1,2021,HYUNDAI,MIDDLETON,
07-01-22,1,2021,HYUNDAI,AMHERST,
07-01-22,1,2021,HYUNDAI,CUMBERLAND COUNTY,
07-01-22,1,2021,HYUNDAI,RICHMOND COUNTY,
07-01-22,1,2021,HYUNDAI,MAHONE BAY,
07-01-22,1,2021,HYUNDAI,VICTORIA COUNTY,
07-01-22,1,2021,KIA,GUYSBOROUGH COUNTY,
07-01-22,2,2021,KIA,OUT OF PROVINCE,
07-01-22,1,2021,KIA,KINGS COUNTY,
07-01-22,2,2021,KIA,HALIFAX COUNTY,
07-01-22,1,2021,KIA,PICTOU COUNTY,
07-01-22,1,2021,KIA,SHELBURNE COUNTY,
07-01-22,1,2021,KIA,ANNAPOLIS COUNTY,
07-01-22,1,2021,MINI,PICTOU COUNTY,
07-01-22,1,2021,MINI,HALIFAX COUNTY,
07-01-22,1,2021,MUSTANG,PICTOU,
07-01-22,1,2021,NISSAN,OUT OF PROVINCE,
07-01-22,1,2021,POLESTAR MOTOR VEHICLES,LUNENBURG COUNTY,
07-01-22,1,2021,PORSCHE,OUT OF PROVINCE,
07-01-22,119,2021,TESLA,HALIFAX COUNTY,
07-01-22,1,2021,TESLA,QUEENS COUNTY,
07-01-22,8,2021,TESLA,HANTS COUNTY,
07-01-22,4,2021,TESLA,PICTOU COUNTY,
07-01-22,4,2021,TESLA,COLCHESTER COUNTY,
07-01-22,11,2021,TESLA,KINGS COUNTY,
07-01-22,2,2021,TESLA,CAPE BRETON COUNTY,
07-01-22,2,2021,TESLA,YARMOUTH,
07-01-22,3,2021,TESLA,ANTIGONISH COUNTY,
07-01-22,2,2021,TESLA,ANNAPOLIS COUNTY,
07-01-22,2,2021,TESLA,WOLFVILLE,
07-01-22,10,2021,TESLA,LUNENBURG COUNTY,
07-01-22,1,2021,TESLA,OUT OF PROVINCE,
07-01-22,1,2021,TESLA,RICHMOND COUNTY,
07-01-22,1,2021,TESLA,INVERNESS COUNTY,
07-01-22,1,2021,TESLA,HANTSPORT,
07-01-22,1,2021,TESLA,VICTORIA COUNTY,
07-01-22,1,2021,TINBOT,HALIFAX COUNTY,
07-01-22,1,2021,TINBOT,ANNAPOLIS COUNTY,
07-01-22,10,2021,TOYOTA,HALIFAX COUNTY,
07-01-22,1,2021,TOYOTA,KINGS COUNTY,
07-01-22,1,2021,TOYOTA,SHELBURNE,
07-01-22,1,2021,VOLKSWAGEN,HALIFAX COUNTY,
07-01-22,1,2021,VOLVO,HALIFAX COUNTY,
07-01-22,1,2021,VOLVO,OUT OF PROVINCE,
07-01-22,2,2021,ZERO,KINGS COUNTY,
07-01-22,1,2022,AUDI,KINGS COUNTY,
07-01-22,2,2022,AUDI,OUT OF PROVINCE,
07-01-22,1,2022,AUDI,HANTS COUNTY,
07-01-22,4,2022,AUDI,HALIFAX COUNTY,
07-01-22,2,2022,BMW,OUT OF PROVINCE,
07-01-22,2,2022,BMW,HALIFAX COUNTY,
07-01-22,2,2022,CHEVROLET,CAPE BRETON COUNTY,
07-01-22,2,2022,CHEVROLET,QUEENS COUNTY,
07-01-22,16,2022,CHEVROLET,HALIFAX COUNTY,
07-01-22,4,2022,CHEVROLET,OUT OF PROVINCE,
07-01-22,1,2022,CHEVROLET,PICTOU COUNTY,
07-01-22,3,2022,CHEVROLET,KINGS COUNTY,
07-01-22,1,2022,CHEVROLET,AMHERST,
07-01-22,2,2022,CHEVROLET,COLCHESTER COUNTY,
07-01-22,1,2022,CHEVROLET,SHELBURNE,
07-01-22,1,2022,CHEVROLET,HANTS COUNTY,
07-01-22,2,2022,FORD,PICTOU COUNTY,
07-01-22,1,2022,FORD,LUNENBURG COUNTY,
07-01-22,4,2022,FORD,CAPE BRETON COUNTY,
07-01-22,6,2022,FORD,HALIFAX COUNTY,
07-01-22,1,2022,FORD,BRIDGEWATER,
07-01-22,1,2022,FORD,COLCHESTER COUNTY,
07-01-22,1,2022,FORD,KENTVILLE,
07-01-22,1,2022,FORD,PORT HAWKESBURY,
07-01-22,1,2022,FORD,OUT OF PROVINCE,
07-01-22,1,2022,HISUN,COLCHESTER COUNTY,
07-01-22,5,2022,HYUNDAI,KINGS COUNTY,
07-01-22,69,2022,HYUNDAI,HALIFAX COUNTY,
07-01-22,5,2022,HYUNDAI,ANNAPOLIS COUNTY,
07-01-22,6,2022,HYUNDAI,OUT OF PROVINCE,
07-01-22,2,2022,HYUNDAI,COLCHESTER COUNTY,
07-01-22,8,2022,HYUNDAI,COLCHESTER COUNTY,
07-01-22,4,2022,HYUNDAI,PICTOU COUNTY,
07-01-22,1,2022,HYUNDAI,CUMBERLAND COUNTY,
07-01-22,2,2022,HYUNDAI,CAPE BRETON COUNTY,
07-01-22,1,2022,HYUNDAI,INVERNESS COUNTY,
07-01-22,1,2022,HYUNDAI,VICTORIA COUNTY,
07-01-22,1,2022,HYUNDAI,DIGBY COUNTY,
07-01-22,3,2022,HYUNDAI,KENTVILLE,
07-01-22,1,2022,HYUNDAI,YARMOUTH,
07-01-22,2,2022,HYUNDAI,HANTS COUNTY,
07-01-22,4,2022,HYUNDAI,LUNENBURG COUNTY,
07-01-22,1,2022,JAGUAR,OUT OF PROVINCE,
07-01-22,1,2022,JAGUAR,HALIFAX COUNTY,
07-01-22,2,2022,KIA,KINGS COUNTY,
07-01-22,2,2022,KIA,OUT OF PROVINCE,
07-01-22,2,2022,KIA,LUNENBURG COUNTY,
07-01-22,7,2022,KIA,HALIFAX COUNTY,
07-01-22,2,2022,KIA,HANTS COUNTY,
07-01-22,1,2022,KIA,CAPE BRETON COUNTY,
07-01-22,1,2022,LEXUS,WOLFVILLE,
07-01-22,1,2022,MERCEDES BENZ,DIGBY COUNTY,
07-01-22,3,2022,MINI,HALIFAX COUNTY,
07-01-22,1,2022,MINI,CUMBERLAND COUNTY,
07-01-22,1,2022,MINI,HANTSPORT,
07-01-22,1,2022,MOTREC,HALIFAX COUNTY,
07-01-22,1,2022,NISSAN,HALIFAX COUNTY,
07-01-22,1,2022,PORSCHE,HANTS COUNTY,
07-01-22,1,2022,PORSCHE,OUT OF PROVINCE,
07-01-22,1,2022,PORSCHE,HALIFAX COUNTY,
07-01-22,2,2022,TESLA,LUNENBURG COUNTY,
07-01-22,74,2022,TESLA,HALIFAX COUNTY,
07-01-22,3,2022,TESLA,KINGS COUNTY,
07-01-22,3,2022,TESLA,COLCHESTER COUNTY,
07-01-22,1,2022,TESLA,CUMBERLAND COUNTY,
07-01-22,4,2022,TESLA,HANTS COUNTY,
07-01-22,2,2022,TESLA,ANTIGONISH COUNTY,
07-01-22,1,2022,TESLA,BRIDGEWATER,
07-01-22,1,2022,TESLA,KENTVILLE,
07-01-22,2,2022,TESLA,CAPE BRETON COUNTY,
07-01-22,1,2022,TESLA,PICTOU COUNTY,
07-01-22,1,2022,TESLA,COLCHESTER COUNTY,
07-01-22,1,2022,TOYOTA,BRIDGEWATER,
07-01-22,2,2022,TOYOTA,HALIFAX COUNTY,
07-01-22,1,2022,TOYOTA,LUNENBURG COUNTY,
07-01-22,1,2022,TOYOTA,HANTS COUNTY,
07-01-22,7,2022,VOLVO,HALIFAX COUNTY,
07-01-22,2,2022,VOLVO,LUNENBURG COUNTY,
07-01-22,1,2023,HYUNDAI,HALIFAX COUNTY,
07-01-22,1,2023,MINI,OUT OF PROVINCE,
01-01-23,1,2006,TOYOTA,HALIFAX,
01-01-23,1,2007,CLUB CAR,HALIFAX,
01-01-23,1,2008,KIA,QUEENS,
01-01-23,1,2008,LEXUS,HALIFAX,
01-01-23,1,2009,NISSAN,VICTORIA,
01-01-23,1,2009,TOYOTA,HALIFAX,
01-01-23,1,2010,TOYOTA,SHELBURNE,
01-01-23,1,2011,HYUNDAI,HALIFAX,
01-01-23,1,2011,LEXUS,DARTMOUTH,
01-01-23,1,2011,TESLA,HALIFAX,
01-01-23,1,2012,CHEVROLET,HALIFAX,
01-01-23,1,2012,HONDA,DIGBY,
01-01-23,1,2012,HYUNDAI,DARTMOUTH,
01-01-23,1,2012,KAWASAKI,HALIFAX,
01-01-23,2,2012,MITSUBISHI,HALIFAX,
01-01-23,1,2012,MITSUBISHI,DARTMOUTH,
01-01-23,3,2012,NISSAN,HALIFAX,
01-01-23,1,2012,NISSAN,KINGS,
01-01-23,1,2012,NISSAN,CAPE BRETON,
01-01-23,1,2012,TOYOTA,HALIFAX,
01-01-23,2,2013,NISSAN,ANNAPOLIS,
01-01-23,1,2013,NISSAN,COLCHESTER,
01-01-23,2,2013,NISSAN,HALIFAX,
01-01-23,1,2013,SMART,HALIFAX,
01-01-23,1,2013,TESLA,BEDFORD,
01-01-23,1,2013,TESLA,DARTMOUTH,
01-01-23,1,2013,TESLA,HALIFAX,
01-01-23,1,2014,BMW,HALIFAX,
01-01-23,4,2014,CHEVROLET,HALIFAX,
